RSECTION	DISTRICT	CO	ID_PREFIX	ID_RTE_NO	MUNICIPALITY	MP_SUFFIX	EXIT_NUMBER	RAMP_NUMBER	D	IS_INV_DIR	BEGIN_DIR_MP	END_DIR_MP	ROAD_NAME_START	BEGIN_DESCRIPTION	END_DESCRIPTION	SECTION_LENGTH	COLL_CATEGORY	PRIORITY	GOVT_CONTROL	NHS_CODE	INV_BMP	INV_EMP	BEG_LAT	BEG_LONG	END_LAT	END_LONG	GLOBAL_ROUTE_ID	SUB_ROUTE_ID	ROUTE	TRIMROUTE	ROUTEID	MULTIPLE_BEG_INT	MULTIPLE_END_INT	RVISIKEY	ASSOCIATED_ID_PREFIX	FDIR	BEGIN_SECTION_DESC	BEGIN_SECTION_MILE_POINT	END_SECTION_DESC	END_SECTION_MILE_POINT	COLLECTION_YEAR
4035811	4	HA	RP	95	0		80	4	E	1	0	0.05	RAMP 4 FR RAMP 1 (FR IS 95) TO MD 543 EB	RAMP 1 FR IS 95 NB TO MD 543 WB	CRESWELL RD	0.05	10	2	31	1	0	0.05	39.4827455	-76.2514075	39.4823318	-76.2502573	40358	1	IS 95 E80 R4	IS 95 E80 R4	12000RP00095  02EEIS80        04	1	1	3272	IS	5					2016
4035911	4	HA	RP	95	0		85	1	E	1	0	0.242	RAMP 1 FR MD 22 WB TO RAMP 11 (IS 95 SB)	CHURCHVILLE RD	RAMP 11 FR IS 95 SB TO IS 95 SB	0.242	10	2	31	1	0	0.242	39.5269378	-76.1925073	39.5269374	-76.1915156	40359	1	IS 95 E85 R1	IS 95 E85 R1	12000RP00095  02EEIS85        01	1	1	3273	IS	5					2016
4036011	4	HA	RP	95	0		85	6	E	1	0	0.412	RAMP 6 FR RAMP 10 (IS 95 NB) TO MD 22 EB	RAMP 10 FR IS 95 NB TO IS 95 NB	ABERDEEN THRUWAY	0.412	10	2	31	1	0	0.412	39.5232296	-76.1955873	39.5244834	-76.1883957	40360	1	IS 95 E85 R6	IS 95 E85 R6	12000RP00095  02EEIS85        06	1	1	3274	IS	5					2016
4036111	4	HA	RP	95	0		85	9	E	1	0	0.116	RAMP 9 FR RAMP 6 TO MD 132 EB	RAMP 6 FR RAMP 10 (IS 95 NB) TO MD 22 EB	W BELAIR AVE	0.116	10	2	31	1	0	0.116	39.5246215	-76.1916212	39.5240025	-76.1894007	40361	1	IS 95 E85 R9	IS 95 E85 R9	12000RP00095  02EEIS85        09	1	1	3275	IS	5					2016
4036211	4	HA	RP	95	0		89	6	E	1	0	0.38	RAMP 6 FR IS 95 EB TO MD 155 SB	J F K MEMORIAL HWY	LEVEL RD	0.38	10	2	31	1	0	0.38	39.5669135	-76.1413464	39.57022	-76.1353346	40362	1	IS 95 E89 R6	IS 95 E89 R6	12000RP00095  02EEIS89        06	1	1	3276	IS	5					2016
4036311	4	HA	RP	95	0		74	4	N	1	0	0.08	RAMP 4 FR MD 152 NB TO RAMP 5 (TO IS 95)	MOUNTAIN RD	RAMP 5 FR MD 152 SB TO IS 95 EB	0.08	10	2	31	1	0	0.08	39.4402825	-76.3467653	39.4414151	-76.3468982	40363	1	IS 95 E74 R4	IS 95 E74 R4	12000RP00095  02NNIS74        04	1	1	3277	IS	5					2016
4036411	4	HA	RP	95	0		77	1	N	1	0	0.22	RAMP 1 FR RP 4 (24 NB) TO RP 11 (95 WB)	START OF INVENTORY	END OF INVENTORY	0.22	10	2	31	1	0	0.22	39.4581491	-76.3106884	39.457663	-76.3088456	40364	1	IS 95 E77 R1	IS 95 E77 R1	12000RP00095  02NNIS77        01	0	0	3278	IS	5					2016
4036511	4	HA	RP	95	0		77	4	N	1	0	0.5	RAMP 4 FR MD 24 NB TO IS 95 EB	VIETNAM VETERANS MEMORIAL HWY	J F K MEMORIAL HWY	0.5	10	2	31	1	0	0.5	39.4540131	-76.3077611	39.4597344	-76.3033003	40365	1	IS 95 E77 R4	IS 95 E77 R4	12000RP00095  02NNIS77        04	1	1	3279	IS	5					2016
4036611	4	HA	RP	95	0		80	2	N	1	0	0.08	RAMP 2 FR MD 543 WB TO RAMP 3 (TO IS 95)	CRESWELL RD	RAMP 3 FR MD 543 EB TO IS 95 NB	0.08	10	2	31	1	0	0.08	39.481973	-76.2498414	39.4834886	-76.2492453	40366	1	IS 95 E80 R2	IS 95 E80 R2	12000RP00095  02NNIS80        02	1	1	3280	IS	5					2016
4036711	4	HA	RP	95	0		85	3	N	1	0	0.062	RAMP 3 FR RAMP 6 (FR RAMP 10) TO MD 22	RAMP 6 FR RAMP 10 (IS 95 NB) TO MD 22 EB	ABERDEEN THRUWAY	0.062	10	2	31	1	0	0.062	39.5246801	-76.1906091	39.5253436	-76.1896711	40367	1	IS 95 E85 R3	IS 95 E85 R3	12000RP00095  02NNIS85        03	1	1	3281	IS	5					2016
4036811	4	HA	RP	95	0		85	4	N	1	0	0.258	RAMP 4 FR MD 22 WB TO RAMP 10 (IS 95 NB)	ABERDEEN THRUWAY	RAMP 10 FR IS 95 NB TO IS 95 NB	0.258	10	2	31	1	0	0.258	39.5245786	-76.1882907	39.528119	-76.1873063	40368	1	IS 95 E85 R4	IS 95 E85 R4	12000RP00095  02NNIS85        04	1	1	3282	IS	5					2016
4036911	4	HA	RP	95	0		85	5	N	1	0	0.236	RAMP 5 FR MD 22 EB TO RAMP 10 (IS 95 NB)	ABERDEEN THRUWAY	RAMP 10 FR IS 95 NB TO IS 95 NB	0.236	10	2	31	1	0	0.236	39.5260035	-76.1911312	39.5259601	-76.1922716	40369	1	IS 95 E85 R5	IS 95 E85 R5	12000RP00095  02NNIS85        05	1	1	3283	IS	5					2016
4037011	4	HA	RP	95	0		85	10	N	1	0	1.147	RAMP 10 FR IS 95 NB TO IS 95 NB	J F K MEMORIAL HWY	J F K MEMORIAL HWY	1.147	10	2	31	1	0	1.147	39.5203557	-76.198856	39.5303968	-76.1821603	40370	1	IS 95 E85 R10	IS 95 E85 R10	12000RP00095  02NNIS85        10	1	1	3284	IS	5					2016
4037111	4	HA	RP	95	0		89	3	N	1	0	0.031	RAMP 3 FR RAMP 6 (FR IS 95) TO MD 155 NB	RAMP 6 FR IS 95 EB TO MD 155 SB	LEVEL RD	0.031	10	2	31	1	0	0.031	39.5700586	-76.1361168	39.5704557	-76.1358533	40371	1	IS 95 E89 R3	IS 95 E89 R3	12000RP00095  02NNIS89        03	1	1	3285	IS	5					2016
4037211	4	HA	RP	95	0		89	5	N	1	0	0.06	RAMP 5 FR MD 155 SB TO RAMP 4 (TO IS 95)	LEVEL RD	RAMP 4 FR MD 155 NB TO IS 95 EB	0.06	10	2	31	1	0	0.06	39.5699318	-76.134701	39.5709463	-76.1344385	40372	1	IS 95 E89 R5	IS 95 E89 R5	12000RP00095  02NNIS89        05	1	1	3286	IS	5					2016
4037311	4	HA	RP	95	0		74	8	S	1	0	0.04	RAMP 8 FR MD 152 SB TO RAMP 1 (TO IS 95)	MOUNTAIN RD	RAMP 1 FR MD 152 NB TO IS 95 SB	0.04	10	2	31	1	0	0.04	39.4434192	-76.3498191	39.442754	-76.3500891	40373	1	IS 95 E74 R8	IS 95 E74 R8	12000RP00095  02SSIS74        08	1	1	3287	IS	5					2016
4037411	4	HA	RP	95	0		77	8	S	1	0	0.47	RAMP 8 FR MD 24 SB TO IS 95 WB	VIETNAM VETERANS MEMORIAL HWY	J F K MEMORIAL HWY	0.47	10	2	31	1	0	0.47	39.4599238	-76.311926	39.4539855	-76.3160281	40374	1	IS 95 E77 R8	IS 95 E77 R8	12000RP00095  02SSIS77        08	1	1	3288	IS	5					2016
4037511	4	HA	RP	95	0		80	5	S	1	0	0.35	RAMP 5 FR IS 95 SB TO MD 543 EB	J F K MEMORIAL HWY	RAMP 7 FR MD 543 WB TO IS 95 SB	0.35	10	2	31	1	0	0.35	39.4865304	-76.2457658	39.4852727	-76.2521298	40375	1	IS 95 E80 R5	IS 95 E80 R5	12000RP00095  02SSIS80        05	1	1	3289	IS	5					2016
4037611	4	HA	RP	95	0		80	6	S	1	0	0.06	RAMP 6 FR MD 543 EB TO RAMP 7 (TO IS 95)	CRESWELL RD	RAMP 7 FR MD 543 WB TO IS 95 SB	0.06	10	2	31	1	0	0.06	39.4859717	-76.2527323	39.4849597	-76.2530855	40376	1	IS 95 E80 R6	IS 95 E80 R6	12000RP00095  02SSIS80        06	1	1	3290	IS	5					2016
4037711	4	HA	RP	95	0		80	7	S	1	0	0.31	RAMP 7 FR MD 543 WB TO IS 95 SB	RAMP 5 FR IS 95 SB TO MD 543 EB	J F K MEMORIAL HWY	0.31	10	2	31	1	0	0.31	39.4852727	-76.2521298	39.4826812	-76.2572443	40377	1	IS 95 E80 R7	IS 95 E80 R7	12000RP00095  02SSIS80        07	1	1	3291	IS	5					2016
4037811	4	HA	RP	95	0		85	8	S	1	0	0.327	RAMP 8 FR MD 22 EB TO RAMP 11 (IS 95 SB)	CHURCHVILLE RD	RAMP 11 FR IS 95 SB TO IS 95 SB	0.327	10	2	31	1	0	0.327	39.5285866	-76.1947519	39.5240544	-76.1955526	40378	1	IS 95 E85 R8	IS 95 E85 R8	12000RP00095  02SSIS85        08	1	1	3292	IS	5					2016
4037911	4	HA	RP	95	0		85	11	S	1	0	1.128	RAMP 11 FR IS 95 SB TO IS 95 SB	J F K MEMORIAL HWY	J F K MEMORIAL HWY	1.128	10	2	31	1	0	1.128	39.5305484	-76.182504	39.5206156	-76.1989776	40379	1	IS 95 E85 R11	IS 95 E85 R11	12000RP00095  02SSIS85        11	1	1	3293	IS	5					2016
4038011	4	HA	RP	95	0		89	1	S	1	0	0.09	RAMP 1 FR MD 155 NB TO RAMP 8 (TO IS 95)	LEVEL RD	RAMP 8 FR MD 155 SB TO IS 95 WB	0.09	10	2	31	1	0	0.09	39.5723259	-76.1399751	39.5711661	-76.1405387	40380	1	IS 95 E89 R1	IS 95 E89 R1	12000RP00095  02SSIS89        01	1	1	3294	IS	5					2016
4038111	4	HA	RP	95	0		89	7	S	1	0	0.07	RAMP 7 FR RAMP 2 (FR IS 95) TO MD 155 SB	RAMP 2 FR IS 95 WB TO MD 155 NB	LEVEL RD	0.07	10	2	31	1	0	0.07	39.5734611	-76.1398428	39.5726708	-76.1407571	40381	1	IS 95 E89 R7	IS 95 E89 R7	12000RP00095  02SSIS89        07	1	1	3295	IS	5					2016
4038211	4	HA	RP	95	0		89	8	S	1	0	0.55	RAMP 8 FR MD 155 SB TO IS 95 WB	LEVEL RD	J F K MEMORIAL HWY	0.55	10	2	31	1	0	0.55	39.5734054	-76.1425007	39.5663247	-76.1421847	40382	1	IS 95 E89 R8	IS 95 E89 R8	12000RP00095  02SSIS89        08	1	1	3296	IS	5					2016
4038311	4	HA	RP	95	0		74	1	W	1	0	0.35	RAMP 1 FR MD 152 NB TO IS 95 SB	MOUNTAIN RD	J F K MEMORIAL HWY	0.35	10	2	31	1	0	0.35	39.4428859	-76.3492367	39.4421708	-76.3556141	40383	1	IS 95 E74 R1	IS 95 E74 R1	12000RP00095  02WWIS74        01	1	1	3297	IS	5					2016
4038411	4	HA	RP	95	0		74	2	W	1	0	0.27	RAMP 2 FR IS 95 WB TO MD 152 NB	J F K MEMORIAL HWY	MOUNTAIN RD	0.27	10	2	31	1	0	0.27	39.4421548	-76.344762	39.4434532	-76.3496084	40384	1	IS 95 E74 R2	IS 95 E74 R2	12000RP00095  02WWIS74        02	1	1	3298	IS	5					2016
4038511	4	HA	RP	95	0		74	7	W	1	0	0.02	RAMP 7 FR RAMP 2 (FR IS 95) TO MD 152 SB	RAMP 2 FR IS 95 WB TO MD 152 NB	MOUNTAIN RD	0.02	10	2	31	1	0	0.02	39.4428301	-76.3484191	39.4428859	-76.3492367	40385	1	IS 95 E74 R7	IS 95 E74 R7	12000RP00095  02WWIS74        07	1	1	3299	IS	5					2016
4038611	4	HA	RP	95	0		77	2	W	1	0	0.43	RAMP 2 FR RP11 (95 WB) TO RP4 (TO MD924)	START OF INVENTORY	END OF INVENTORY	0.43	10	2	31	1	0	0.43	39.4594916	-76.3047219	39.4605019	-76.3119259	40386	1	IS 95 E77 R2	IS 95 E77 R2	12000RP00095  02WWIS77        02	0	0	3300	IS	5					2016
4038711	4	HA	RP	95	0		77	7	W	1	0	0.25	RAMP 7 FR RP 11 (IS 95 WB) TO MD 24 SB	START OF INVENTORY	VIETNAM VETERANS MEMORIAL HWY	0.25	10	2	31	1	0	0.25	39.4565241	-76.3112833	39.4581786	-76.3109817	40387	1	IS 95 E77 R7	IS 95 E77 R7	12000RP00095  02WWIS77        07	0	1	3301	IS	5					2016
4038811	4	HA	RP	95	0		80	8	W	1	0	0.05	RAMP 8 FR RAMP 5 (FR IS 95) TO MD 543 WB	RAMP 5 FR IS 95 SB TO MD 543 EB	CRESWELL RD	0.05	10	2	31	1	0	0.05	39.4853918	-76.2515228	39.4859572	-76.2524479	40388	1	IS 95 E80 R8	IS 95 E80 R8	12000RP00095  02WWIS80        08	1	1	3302	IS	5					2016
4038911	4	HA	RP	95	0		85	2	W	1	0	0.396	RAMP 2 FR RAMP 11 (FR IS 95 SB) TO MD 22	RAMP 11 FR IS 95 SB TO IS 95 SB	CHURCHVILLE RD	0.396	10	2	31	1	0	0.396	39.5289195	-76.1867678	39.5276108	-76.1937937	40389	1	IS 95 E85 R2	IS 95 E85 R2	12000RP00095  02WWIS85        02	1	1	3303	IS	5					2016
4039011	4	HA	RP	95	0		89	2	W	1	0	0.58	RAMP 2 FR IS 95 WB TO MD 155 NB	J F K MEMORIAL HWY	LEVEL RD	0.58	10	2	31	1	0	0.58	39.5749365	-76.1326296	39.5736597	-76.143167	40390	1	IS 95 E89 R2	IS 95 E89 R2	12000RP00095  02WWIS89        02	1	1	3304	IS	5					2016
4039111	4	HA	RP	95	0		89	4	W	1	0	0.48	RAMP 4 FR MD 155 NB TO IS 95 EB	LEVEL RD	J F K MEMORIAL HWY	0.48	10	2	31	1	0	0.48	39.5688317	-76.1321725	39.574603	-76.1328084	40391	1	IS 95 E89 R4	IS 95 E89 R4	12000RP00095  02WWIS89        04	1	1	3305	IS	5					2016
4039311	4	HA	US	1	0				N	1	0	19.98	BELAIR RD	BALTIMORE CO/L	CECIL CO/L	19.98	5	1	1	1	0	19.98	39.47637	-76.408441	39.660186	-76.173822	40393	1	US 1	US 1	12000US00001  01NN**************	1	1	3306	US	5					2016
4039321	4	HA	US	1	0				S	0	0	19.98	CONOWINGO RD	CECIL CO/L	BALTIMORE CO/L	19.98	3	3	1	1	0	19.98	39.660186	-76.173822	39.47637	-76.408441	40393	2	US 1	US 1	12000US00001  01NS**************	1	1	3307	US	6					2016
4039411	4	HA	US	1	0	BU			N	1	0	2.65	BELAIR RD	BELAIR BYPASS	FULFORD AVE	2.65	5	1	1	1	0	2.65	39.5078848	-76.3815016	39.5340359	-76.3467383	40394	1	US 1 BU	US 1 BU	12000US00001BU01NN**************	1	1	3308	US	5					2016
4039412	4	HA	US	1	0	BU			N	1	3.22	6.9	BROADWAY	N MAIN ST	CONOWINGO RD	3.68	7	1	1	1	3.22	6.9	39.5393104	-76.3547223	39.5806764	-76.3360278	40394	1	US 1 BU	US 1 BU	12000US00001BU01NN**************	1	1	3309	US	5					2016
4039421	4	HA	US	1	0	BU			S	0	0	3.68	CONOWINGO RD	CONOWINGO RD	N MAIN ST	3.68	3	3	1	1	3.22	6.832	39.5806764	-76.3360278	39.5393104	-76.3547223	40394	2	US 1 BU	US 1 BU	12000US00001BU01NS**************	1	1	3310	US	6					2016
4039422	4	HA	US	1	0	BU			S	0	4.32	6.9	BALTIMORE PIKE	BOND ST (SB COUPLET)	BALTIMORE CO/L	2.58	3	3	1	1	0	2.524	39.533365	-76.347671	39.5078848	-76.3815016	40394	2	US 1 BU	US 1 BU	12000US00001BU01NS**************	1	1	3311	US	6					2016
4039511	4	HA	US	40	0				E	1	0	17.89	PULASKI HWY	BALTIMORE CO/L	SPEED LIMIT 45 MPH	17.89	5	1	1	1	0	17.89	39.4213424	-76.3735484	39.5552933	-76.0998309	40395	1	US 40	US 40	12000US00040  01EE**************	1	1	3312	US	5					2016
4039512	4	HA	US	40	0				E	1	17.89	18.61	PULASKI HWY	SPEED LIMIT 45 MPH	CECIL CO/L	0.72	5	1	31	1	17.89	18.61	39.5552933	-76.0998309	39.5611305	-76.0889119	40395	1	US 40	US 40	12000US00040  01EE**************	1	1	3313	US	5					2016
4039521	4	HA	US	40	0				W	0	0	0.72	PULASKI HWY	CECIL CO/L	SPEED LIMIT 45 MPH	0.72	3	3	31	1	17.885	18.61	39.5611305	-76.0889119	39.5553613	-76.100032	40395	2	US 40	US 40	12000US00040  01EW**************	1	1	3314	US	6					2016
4039522	4	HA	US	40	0				W	0	0.72	18.61	PULASKI HWY	SPEED LIMIT 45 MPH	BALTIMORE CO/L	17.89	3	3	1	1	0	17.885	39.5553613	-76.100032	39.4214781	-76.3737274	40395	2	US 40	US 40	12000US00040  01EW**************	1	1	3315	US	6					2016
4041811	4	HA	MU	150	1				W	1	0	0.91	BEARDS HILL RD	PARADISE RD	ABERDEEN THRUWAY	0.91	6	1	4	0	0	0.91	39.5275912	-76.1708752	39.522931	-76.1842598	40418	1	MU 150 M1	MU 150 M1	12001MU00150  01WW**************	1	1	3316	MU	5					2016
4042011	4	HA	MU	157	1				S	1	0	0.41	BEARDS HILL RD	UNION ST	N PHILADELPHIA BLVD	0.41	6	1	4	0	0	0.41	39.5219539	-76.1586062	39.5179638	-76.1528052	40420	1	MU 157 M1	MU 157 M1	12001MU00157  01SS**************	1	1	3317	MU	5					2016
4042111	4	HA	MU	160	1				E	1	0	0.76	E BEL AIR AVE	ROAD END	OUT CORP LMTS ABERDEEN	0.76	6	1	4	0	0	0.76	39.5091105	-76.1623466	39.5024662	-76.1516386	40421	1	MU 160 M1	MU 160 M1	12001MU00160  01EE**************	1	1	3318	MU	5					2016
4043211	4	HA	MU	250	1				E	1	1.07	1.44	BUSH CHAPEL RD	BUSH CHAPEL RD (BACK)	BEARDS HILL RD (AHEAD)	0.37	6	1	4	0	1.07	1.44	39.5151125	-76.1887803	39.5194738	-76.1857977	40432	1	MU 250 M1	MU 250 M1	12001MU00250  01EE**************	1	1	3319	MU	5					2016
4048411	4	HA	MU	587	1				S	1	0	0.38	FARM RD	HILLCREST DR (BACK)	GREEN BIRD LA	0.38	6	1	4	0	0	0.38	39.5202404	-76.1634942	39.5168916	-76.1580641	40484	1	MU 587 M1	MU 587 M1	12001MU00587  01SS**************	1	1	3320	MU	5					2016
4069211	4	HA	MU	60	7				W	1	0	0.66	BOULTON ST	S ATWOOD RD	N TOLLGATE RD	0.66	6	1	4	0	0	0.66	39.5308889	-76.3531951	39.5241279	-76.3605145	40692	1	MU 60 M7	MU 60 M7	12007MU00060  01WW**************	1	1	3321	MU	5					2016
4078811	4	HA	MU	595	7				E	1	0	0.66	MOORES MILL RD	ROCK SPRING AVE	CONOWINGO RD	0.66	6	1	4	0	0	0.66	39.5453619	-76.361138	39.5480719	-76.349656	40788	1	MU 595 M7	MU 595 M7	12007MU00595  01EE**************	1	1	3322	MU	5					2016
4087911	4	HA	MU	155	76				E	1	2.55	2.73	CHAPEL RD	STRUC #H0196 TRIB OF SWAN CREEK		0.18	6	1	4	0	2.55	2.73	39.5534964	-76.123274	39.5527908	-76.1200628	40879	1	MU 155 M76	MU 155 M76	12076MU00155  01EE**************	0		3323	MU	5	OUT CORP LMTS HAVRE DE GRACE	2.53	SHAWNEE BROOKE DR	2.75	2016
4090911	4	HA	MU	330	76				E	1	0	0.62	GILES ST	O'NEIL CT (BACK)	COMMERCE ST	0.62	6	1	4	0	0	0.62	39.5395459	-76.0992494	39.5396398	-76.0878042	40909	1	MU 330 M76	MU 330 M76	12076MU00330  01EE**************	1	1	3324	MU	5					2016
4094711	4	HA	MU	511	76				E	1	0	0.42	ONTARIO ST	PULASKI HWY	PEARL ST	0.42	6	1	4	0	0	0.42	39.554033	-76.1009165	39.5541488	-76.0930679	40947	1	MU 511 M76	MU 511 M76	12076MU00511  01EE**************	1	1	3325	MU	5					2016
4095411	4	HA	MU	560	76				W	1	0	0.54	PENNINGTON AVE	ROAD END	JUNIATA ST	0.54	6	1	4	0	0	0.54	39.5488318	-76.0871931	39.5482281	-76.0970757	40954	1	MU 560 M76	MU 560 M76	12076MU00560  01WW**************	1	1	3326	MU	5					2016
4105811	7	HO	CO	46	0				W	1	0	0.56	RIDGE RD	CUL DE SAC	US 40 (WB/L) BALTO NATIONAL PIKE	0.56	2	5	2	0	0	0.56	39.2770727	-76.8076045	39.2796246	-76.8164862	41058	1	CO 46	CO 46	13000CO00046  01WW**************	1	1	3327	CO	5					2016
4106811	7	HO	CO	57	0				S	1	1.63	3.61	HIGHLAND RD	BRIGHTON DAM RD	CLARKSVILLE PIKE	1.98	2	5	2	0	1.63	3.61	39.2000914	-76.9800398	39.1791013	-76.9577025	41068	1	CO 57	CO 57	13000CO00057  01SS**************	0	1	3328	CO	5	NARROW LEAF CT	1.51			2016
4108911	7	HO	CO	80	0				S	1	1.541	2.73	SHEPPARD LA		CLARKSVILLE PIKE	1.189	2	5	2	0	1.541	2.73	39.2323638	-76.9386767	39.2161027	-76.9329074	41089	1	CO 80	CO 80	13000CO00080  01SS**************		1	3329	CO	5	STRUC #HO0016 MIDDLE PATUXENT RIVER	1.22			2016
4109411	7	HO	CO	85	0				S	1	2.08	2.163	HALL SHOP RD	SCAGGSVILLE RD		0.083	2	5	2	0	2.08	2.163	39.1724467	-76.9522001	39.172	-76.9536294	41094	1	CO 85	CO 85	13000CO00085  01SS**************	1		3330	CO	5	BROWN BRIDGE RD	1.51	CLARKSVILLE PIKE	2.84	2016
4113011	7	HO	CO	121	0				N	1	0	2.08	DORSEY RUN RD	DORSEY RUN RD	WATERLOO RD	2.08	1	1	2	1	0	2.08	39.130356	-76.7940235	39.1543135	-76.7783057	41130	1	CO 121	CO 121	13000CO00121  01NN**************	1	1	3331	CO	5					2016
4113711	7	HO	CO	128	0				S	1	1.45	3.04	OAKLAND MILLS RD			1.59	2	5	2	0	1.45	3.04	39.1998294	-76.8347577	39.1799916	-76.8284374	41137	1	CO 128	CO 128	13000CO00128  01SS**************			3332	CO	5	DAWN DAY DR	1.36	SNOWDEN RIVER PKWY	3.11	2016
4115311	7	HO	CO	146	0				S	1	1.05	1.36	HANOVER RD	ANDERSON AVE	ANNE ARUNDEL CO/L	0.31	2	5	2	0	1.05	1.36	39.1926792	-76.7243023	39.1897947	-76.719796	41153	1	CO 146	CO 146	13000CO00146  01SS**************	0	1	3333	CO	5	SKIPTON DR	0.91			2016
4118011	7	HO	CO	174	0				N	1	0	0.51	ELLICOTT MILLS DR	MAIN ST	COURT HOUSE DR	0.51	2	5	2	0	0	0.51	39.2687298	-76.8013401	39.2750816	-76.8042706	41180	1	CO 174	CO 174	13000CO00174  01NN**************	1	1	3334	CO	5					2016
4127211	7	HO	CO	273	0				N	1	1.03	2.18	ILCHESTER RD	ENT TO BONNIE BRANCH MIDDLE SCHOOL		1.15	2	5	2	0	1.03	2.18	39.2329509	-76.7735901	39.2479401	-76.7685062	41272	1	CO 273	CO 273	13000CO00273  01NN**************	0		3335	CO	5	BONNIE BRANCH MIDDLE SCHOOL	0.996	STRUC #HO0003 PATAPSCO RIVER	2.38	2016
4127611	7	HO	CO	279	0				N	1	0	0.9	WOODBINE RD	WOODBINE RD (BACK)	CARROLL CO/L	0.9	2	5	2	0	0	0.9	39.348227	-77.0691847	39.3598606	-77.0628574	41276	1	CO 279	CO 279	13000CO00279  01NN**************	1	1	3336	CO	5					2016
4141011	7	HO	CO	416	0				W	1	3.72	4	GORMAN RD	LEISHEAR RD		0.28	2	5	2	0	3.72	4	39.150741	-76.87064	39.1527652	-76.8751557	41410	1	CO 416	CO 416	13000CO00416  01WW**************	0		3337	CO	5	DERBY DR	3.59	PATUXENT RIDGE WAY	4.03	2016
4154411	7	HO	CO	559	0				S	1	0	0.59	SOUTH HANOVER RD	WASHINGTON BLVD	ROAD END	0.59	2	5	2	0	0	0.59	39.200488	-76.7363831	39.1953227	-76.7285686	41544	1	CO 559	CO 559	13000CO00559  01SS**************	1	1	3338	CO	5					2016
4175111	7	HO	CO	794	0				E	1	2.91	3.71	LITTLE PATUXENT PKWY	BANNEKER RD	NO NAME	0.8	2	5	2	0	2.91	3.71	39.2135683	-76.8702318	39.2127938	-76.8575658	41751	1	CO 794	CO 794	13000CO00794  01EE**************	1	1	3339	CO	5	SPUR FROM GOV. WARFIELD PKWY	2.89	SPUR TO COLUMBIA MALL	3.72	2016
4200811	7	HO	CO	1068	0				N	1	0	0.3	ANDERSON AVE	HANOVER RD	ROAD END	0.3	2	5	2	0	0	0.3	39.1926981	-76.7243243	39.1954822	-76.7274546	42008	1	CO 1068	CO 1068	13000CO01068  01NN**************	1	1	3340	CO	5					2016
4202011	7	HO	CO	1080	0				S	1	0	0.74	BAUMAN DR	MONTGOMERY RD	DUCKETTS LA	0.74	2	5	2	0	0	0.74	39.2114562	-76.737493	39.2062495	-76.7485683	42020	1	CO 1080	CO 1080	13000CO01080  01SS**************	1	1	3341	CO	5					2016
4224811	7	HO	CO	1312	0				S	1	0	0.19	ROGERS AVE	OLD FREDERICK RD (BACK)	CHAPEL AVE	0.19	2	5	2	0	0	0.19	39.3027862	-76.8242423	39.3025392	-76.8208859	42248	1	CO 1312	CO 1312	13000CO01312  01SS**************	1	0	3342	CO	5			SPEED LIMIT 35 MPH	0.21	2016
4225311	7	HO	CO	1317	0				N	1	0.9	1.37	DOBBIN RD			0.47	2	5	2	0	0.9	1.37	39.1950697	-76.82087	39.1997196	-76.8156229	42253	1	CO 1317	CO 1317	13000CO01317  01NN**************			3343	CO	5	STANFORD BLVD	0.67	OLD DOBBIN LA	1.45	2016
4314811	7	HO	CO	2231	0				N	1	0	0.34	DEERPATH RD                             	CUL DE SAC	DOUGLAS LEGUM DR	0.34	1	1	2	1	0	0.34	39.1815878	-76.7479536	39.184308	-76.7530031	43148	1	CO 2231	CO 2231	13000CO02231  01NN**************	1	0	3344	CO	5					2016
4320911	7	HO	CO	2292	0				N	1	0	0.11	DOUGLAS LEGUM DR                        	DORSEY RD	DEERPATH RD	0.11	1	1	2	1	0	0.11	39.1832373	-76.7543335	39.184308	-76.7530031	43209	1	CO 2292	CO 2292	13000CO02292  01NN**************	1	1	3345	CO	5					2016
4339911	7	HO	CO	2483	0				E	1	0	0.42	BRIGHTFIELD RD	OLD MONTGOMERY RD	MONTGOMERY RD (AHEAD)	0.42	2	5	2	0	0	0.42	39.2114977	-76.7909551	39.2133187	-76.7839523	43399	1	CO 2483	CO 2483	13000CO02483  01EE**************	1	1	3346	CO	5					2016
4449011	7	HO	IS	70	0				E	1	0	19.47	NO NAME	CARROLL CO/L	BALTIMORE CO/L	19.47	5	1	1	1	0	19.47	39.3568894	-77.1393073	39.3043665	-76.7964086	44490	1	IS 70	IS 70	13000IS00070  01EE**************	1	1	3347	IS	5					2016
4449021	7	HO	IS	70	0				W	0	0	19.47	NO NAME	BALTIMORE CO/L	CARROLL CO/L	19.47	3	3	1	1	0	19.47	39.3049347	-76.7965332	39.3570762	-77.1391128	44490	2	IS 70	IS 70	13000IS00070  01EW**************	1	1	3348	IS	6					2016
4449111	7	HO	IS	95	0				N	1	0	11.59	NO NAME	PRINCE GEORGES CO/L	BALTIMORE CO/L	11.59	5	1	1	1	0	11.59	39.115059	-76.8732636	39.2253114	-76.7173642	44491	1	IS 95	IS 95	13000IS00095  01NN**************	1	1	3349	IS	5					2016
